,alliance,mobilityRobot1,autoChargeStationRobot1,endGameChargeStationRobot1,mobilityRobot2,autoChargeStationRobot2,endGameChargeStationRobot2,mobilityRobot3,autoChargeStationRobot3,endGameChargeStationRobot3,autoCommunity,autoGamePieceCount,autoMobilityPoints,autoPoints,autoDocked,autoBridgeState,autoGamePiecePoints,autoChargeStationPoints,teleopCommunity,teleopGamePieceCount,teleopPoints,teleopGamePiecePoints,extraGamePieceCount,endGameChargeStationPoints,endGameParkPoints,endGameBridgeState,links,linkPoints,activationBonusAchieved,sustainabilityBonusAchieved,coopertitionCriteriaMet,coopGamePieceCount,totalChargeStationPoints,foulCount,techFoulCount,g405Penalty,h111Penalty,adjustPoints,foulPoints,rp,totalPoints
0,Blue,Yes,None,None,No,None,None,No,None,Docked,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'None', 'None', 'None', 'None', 'Cone', 'None', 'None', 'None']}",1,3,6,False,Level,3,0,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'Cone', 'None', 'Cone'], 'B': ['None', 'Cube', 'None', 'Cone', 'Cube', 'Cone', 'Cone', 'Cone', 'Cube']}",9,28,18,0,10,0,Level,"[{'row': 'Bottom', 'nodes': [3, 4, 5]}, {'row': 'Bottom', 'nodes': [6, 7, 8]}]",10,False,False,True,3,10,0,0,False,False,0,0,0,44
1,Red,No,Docked,Docked,No,None,Park,No,None,Docked,"{'T': ['None', 'None', 'None', 'Cone', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'None', 'None', 'None', 'None', 'None', 'Cone', 'None', 'None']}",2,0,21,True,Level,9,12,"{'T': ['None', 'None', 'None', 'Cone', 'Cube', 'Cone', 'Cone', 'Cube', 'Cone'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'None', 'None', 'None', 'None', 'None', 'Cone', 'Cone', 'Cube']}",9,51,29,0,20,2,Level,"[{'row': 'Bottom', 'nodes': [6, 7, 8]}, {'row': 'Top', 'nodes': [3, 4, 5]}, {'row': 'Top', 'nodes': [6, 7, 8]}]",15,True,False,True,3,32,0,0,False,False,0,0,3,87
