,alliance,mobilityRobot1,autoChargeStationRobot1,endGameChargeStationRobot1,mobilityRobot2,autoChargeStationRobot2,endGameChargeStationRobot2,mobilityRobot3,autoChargeStationRobot3,endGameChargeStationRobot3,autoCommunity,autoGamePieceCount,autoMobilityPoints,autoPoints,autoDocked,autoBridgeState,autoGamePiecePoints,autoChargeStationPoints,teleopCommunity,teleopGamePieceCount,teleopPoints,teleopGamePiecePoints,extraGamePieceCount,endGameChargeStationPoints,endGameParkPoints,endGameBridgeState,links,linkPoints,activationBonusAchieved,sustainabilityBonusAchieved,coopertitionCriteriaMet,coopGamePieceCount,totalChargeStationPoints,foulCount,techFoulCount,g405Penalty,h111Penalty,adjustPoints,foulPoints,rp,totalPoints
0,Blue,Yes,None,None,Yes,None,None,Yes,None,Park,"{'T': ['None', 'None', 'None', 'None', 'Cube', 'None', 'None', 'None', 'None'], 'M': ['None', 'Cube', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']}",2,9,19,False,Level,10,0,"{'T': ['None', 'None', 'None', 'None', 'Cube', 'Cone', 'None', 'Cube', 'None'], 'M': ['None', 'Cube', 'None', 'None', 'Cube', 'None', 'None', 'Cube', 'None'], 'B': ['None', 'Cone', 'None', 'Cone', 'None', 'Cube', 'Cube', 'None', 'None']}",10,26,24,0,0,2,NotLevel,[],0,False,False,True,5,0,0,0,False,False,0,12,0,57
1,Red,Yes,None,Docked,No,Docked,Park,No,None,Docked,"{'T': ['None', 'None', 'None', 'Cone', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'Cube', 'None', 'None', 'None', 'None', 'None', 'None', 'Cube']}",3,3,27,True,Level,12,12,"{'T': ['None', 'None', 'None', 'Cone', 'Cube', 'Cone', 'Cone', 'Cube', 'Cone'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['Cone', 'Cube', 'Cone', 'None', 'None', 'None', 'Cube', 'Cube', 'Cube']}",12,55,33,0,20,2,Level,"[{'row': 'Bottom', 'nodes': [0, 1, 2]}, {'row': 'Bottom', 'nodes': [6, 7, 8]}, {'row': 'Top', 'nodes': [3, 4, 5]}, {'row': 'Top', 'nodes': [6, 7, 8]}]",20,True,True,True,3,32,0,1,False,False,0,0,4,102
