,alliance,mobilityRobot1,autoChargeStationRobot1,endGameChargeStationRobot1,mobilityRobot2,autoChargeStationRobot2,endGameChargeStationRobot2,mobilityRobot3,autoChargeStationRobot3,endGameChargeStationRobot3,autoCommunity,autoGamePieceCount,autoMobilityPoints,autoPoints,autoDocked,autoBridgeState,autoGamePiecePoints,autoChargeStationPoints,teleopCommunity,teleopGamePieceCount,teleopPoints,teleopGamePiecePoints,extraGamePieceCount,endGameChargeStationPoints,endGameParkPoints,endGameBridgeState,links,linkPoints,activationBonusAchieved,sustainabilityBonusAchieved,coopertitionCriteriaMet,coopGamePieceCount,totalChargeStationPoints,foulCount,techFoulCount,g405Penalty,h111Penalty,adjustPoints,foulPoints,rp,totalPoints
0,Blue,No,None,Docked,Yes,None,Park,No,None,None,"{'T': ['None', 'None', 'None', 'None', 'Cube', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']}",1,3,9,False,NotLevel,6,0,"{'T': ['None', 'None', 'None', 'Cone', 'Cube', 'Cone', 'None', 'Cube', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['Cone', 'None', 'None', 'None', 'None', 'None', 'Cone', 'None', 'None']}",6,31,19,0,10,2,Level,"[{'row': 'Top', 'nodes': [3, 4, 5]}]",5,False,False,True,3,10,1,0,False,False,0,0,0,45
1,Red,No,None,Docked,No,None,Docked,No,None,Park,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'Cube', 'None']}",1,0,3,False,NotLevel,3,0,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'Cube', 'None', 'None', 'None', 'None'], 'B': ['Cube', 'Cube', 'Cone', 'None', 'Cube', 'Cone', 'None', 'Cube', 'None']}",7,35,13,0,20,2,Level,"[{'row': 'Bottom', 'nodes': [0, 1, 2]}]",5,False,False,True,3,20,0,0,False,False,0,5,2,48
