alliance,mobilityRobot1,autoChargeStationRobot1,endGameChargeStationRobot1,mobilityRobot2,autoChargeStationRobot2,endGameChargeStationRobot2,mobilityRobot3,autoChargeStationRobot3,endGameChargeStationRobot3,autoCommunity,autoGamePieceCount,autoMobilityPoints,autoPoints,autoDocked,autoBridgeState,autoGamePiecePoints,autoChargeStationPoints,teleopCommunity,teleopGamePieceCount,teleopPoints,teleopGamePiecePoints,extraGamePieceCount,endGameChargeStationPoints,endGameParkPoints,endGameBridgeState,links,linkPoints,activationBonusAchieved,sustainabilityBonusAchieved,coopertitionCriteriaMet,coopGamePieceCount,totalChargeStationPoints,foulCount,techFoulCount,g405Penalty,h111Penalty,adjustPoints,foulPoints,rp,totalPoints
Blue,No,Docked,Park,Yes,None,Docked,Yes,None,Docked,"{'T': ['None', 'Cube', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'None', 'None', 'None', 'Cube', 'None', 'None', 'None', 'None']}",2,6,27,True,Level,9,12,"{'T': ['Cone', 'Cube', 'Cone', 'None', 'Cube', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'None', 'None', 'Cone', 'Cube', 'None', 'None', 'Cube', 'Cube']}",8,43,21,0,20,2,Level,"[{'row': 'Top', 'nodes': [0, 1, 2]}]",5,True,False,True,3,32,0,0,False,False,0,0,3,75
Red,No,None,Docked,Yes,None,Docked,No,None,Docked,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['Cube', 'None', 'None', 'None', 'None', 'None', 'None', 'Cube', 'None']}",2,3,9,False,Level,6,0,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['Cube', 'Cube', 'Cube', 'Cone', 'Cube', 'Cone', 'Cube', 'Cube', 'Cone']}",9,44,14,0,30,0,Level,"[{'row': 'Bottom', 'nodes': [0, 1, 2]}, {'row': 'Bottom', 'nodes': [3, 4, 5]}, {'row': 'Bottom', 'nodes': [6, 7, 8]}]",15,True,False,True,3,30,0,0,False,False,0,0,1,68
