,alliance,mobilityRobot1,autoChargeStationRobot1,endGameChargeStationRobot1,mobilityRobot2,autoChargeStationRobot2,endGameChargeStationRobot2,mobilityRobot3,autoChargeStationRobot3,endGameChargeStationRobot3,autoCommunity,autoGamePieceCount,autoMobilityPoints,autoPoints,autoDocked,autoBridgeState,autoGamePiecePoints,autoChargeStationPoints,teleopCommunity,teleopGamePieceCount,teleopPoints,teleopGamePiecePoints,extraGamePieceCount,endGameChargeStationPoints,endGameParkPoints,endGameBridgeState,links,linkPoints,activationBonusAchieved,sustainabilityBonusAchieved,coopertitionCriteriaMet,coopGamePieceCount,totalChargeStationPoints,foulCount,techFoulCount,g405Penalty,h111Penalty,adjustPoints,foulPoints,rp,totalPoints
0,Blue,No,None,Park,No,Docked,Docked,Yes,None,Docked,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'Cube', 'None'], 'M': ['None', 'Cube', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'None', 'None', 'None', 'None', 'Cone', 'None', 'None', 'None']}",3,3,28,True,Level,13,12,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'Cube', 'Cone'], 'M': ['None', 'Cube', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['Cone', 'Cone', 'Cone', 'None', 'None', 'Cone', 'None', 'None', 'None']}",7,33,11,0,20,2,Level,"[{'row': 'Bottom', 'nodes': [0, 1, 2]}]",5,True,False,False,1,32,1,0,False,False,0,0,1,66
1,Red,No,Docked,Park,No,None,Docked,Yes,None,Docked,"{'T': ['None', 'None', 'None', 'Cone', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'Cube', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']}",2,3,25,True,Level,10,12,"{'T': ['Cone', 'Cube', 'Cone', 'Cone', 'None', 'None', 'Cone', 'Cube', 'Cone'], 'M': ['Cone', 'Cube', 'Cone', 'None', 'None', 'None', 'None', 'Cube', 'None'], 'B': ['None', 'None', 'None', 'None', 'None', 'Cube', 'Cube', 'None', 'None']}",13,65,43,0,20,2,Level,"[{'row': 'Mid', 'nodes': [0, 1, 2]}, {'row': 'Top', 'nodes': [0, 1, 2]}, {'row': 'Top', 'nodes': [6, 7, 8]}]",15,True,False,False,2,32,0,0,False,False,0,5,3,110
