,alliance,mobilityRobot1,autoChargeStationRobot1,endGameChargeStationRobot1,mobilityRobot2,autoChargeStationRobot2,endGameChargeStationRobot2,mobilityRobot3,autoChargeStationRobot3,endGameChargeStationRobot3,autoCommunity,autoGamePieceCount,autoMobilityPoints,autoPoints,autoDocked,autoBridgeState,autoGamePiecePoints,autoChargeStationPoints,teleopCommunity,teleopGamePieceCount,teleopPoints,teleopGamePiecePoints,extraGamePieceCount,endGameChargeStationPoints,endGameParkPoints,endGameBridgeState,links,linkPoints,activationBonusAchieved,sustainabilityBonusAchieved,coopertitionCriteriaMet,coopGamePieceCount,totalChargeStationPoints,foulCount,techFoulCount,g405Penalty,h111Penalty,adjustPoints,foulPoints,rp,totalPoints
0,Blue,No,None,Park,No,None,Docked,No,None,Docked,"{'T': ['Cone', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'Cube', 'None', 'None', 'None', 'None'], 'B': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'Cube', 'None']}",3,0,13,False,Level,13,0,"{'T': ['Cone', 'Cube', 'Cone', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'Cube', 'None', 'None', 'None', 'None'], 'B': ['Cube', 'None', 'None', 'None', 'None', 'None', 'None', 'Cube', 'Cube']}",7,36,14,0,20,2,Level,"[{'row': 'Top', 'nodes': [0, 1, 2]}]",5,False,False,False,1,20,3,0,False,False,0,17,0,71
1,Red,Yes,None,Docked,No,None,Docked,No,None,Docked,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']}",0,3,3,False,Level,0,0,"{'T': ['None', 'Cube', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'Cone', 'Cube', 'Cone', 'None', 'None', 'None'], 'B': ['Cone', 'Cone', 'None', 'None', 'None', 'Cube', 'None', 'None', 'Cone']}",8,52,22,0,30,0,Level,"[{'row': 'Mid', 'nodes': [3, 4, 5]}]",5,True,False,True,4,30,1,1,False,False,0,15,3,75
