alliance,mobilityRobot1,autoChargeStationRobot1,endGameChargeStationRobot1,mobilityRobot2,autoChargeStationRobot2,endGameChargeStationRobot2,mobilityRobot3,autoChargeStationRobot3,endGameChargeStationRobot3,autoCommunity,autoGamePieceCount,autoMobilityPoints,autoPoints,autoDocked,autoBridgeState,autoGamePiecePoints,autoChargeStationPoints,teleopCommunity,teleopGamePieceCount,teleopPoints,teleopGamePiecePoints,extraGamePieceCount,endGameChargeStationPoints,endGameParkPoints,endGameBridgeState,links,linkPoints,activationBonusAchieved,sustainabilityBonusAchieved,coopertitionCriteriaMet,coopGamePieceCount,totalChargeStationPoints,foulCount,techFoulCount,g405Penalty,h111Penalty,adjustPoints,foulPoints,rp,totalPoints
Blue,No,None,Park,No,Docked,Docked,Yes,None,Docked,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'None', 'None', 'None', 'Cube', 'None', 'None', 'None', 'None']}",1,3,14,True,NotLevel,3,8,"{'T': ['None', 'None', 'None', 'None', 'Cube', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'Cone', 'None', 'None', 'None'], 'B': ['None', 'None', 'Cube', 'None', 'Cube', 'None', 'None', 'None', 'None']}",4,32,10,0,20,2,Level,[],0,True,False,True,3,28,1,0,False,False,0,0,1,46
Red,No,None,Park,No,Docked,Docked,Yes,None,Docked,"{'T': ['None', 'None', 'None', 'Cone', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'Cube', 'None', 'None', 'None', 'None', 'None', 'None', 'Cube']}",3,3,27,True,Level,12,12,"{'T': ['None', 'None', 'None', 'Cone', 'Cube', 'Cone', 'Cone', 'None', 'Cone'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'Cube', 'None'], 'B': ['Cube', 'Cube', 'Cube', 'Cube', 'Cube', 'Cube', 'Cube', 'None', 'Cube']}",14,57,35,0,20,2,Level,"[{'row': 'Bottom', 'nodes': [0, 1, 2]}, {'row': 'Bottom', 'nodes': [3, 4, 5]}, {'row': 'Top', 'nodes': [3, 4, 5]}]",15,True,False,True,6,32,0,0,False,False,0,5,3,104
