alliance,mobilityRobot1,autoChargeStationRobot1,endGameChargeStationRobot1,mobilityRobot2,autoChargeStationRobot2,endGameChargeStationRobot2,mobilityRobot3,autoChargeStationRobot3,endGameChargeStationRobot3,autoCommunity,autoGamePieceCount,autoMobilityPoints,autoPoints,autoDocked,autoBridgeState,autoGamePiecePoints,autoChargeStationPoints,teleopCommunity,teleopGamePieceCount,teleopPoints,teleopGamePiecePoints,extraGamePieceCount,endGameChargeStationPoints,endGameParkPoints,endGameBridgeState,links,linkPoints,activationBonusAchieved,sustainabilityBonusAchieved,coopertitionCriteriaMet,coopGamePieceCount,totalChargeStationPoints,foulCount,techFoulCount,g405Penalty,h111Penalty,adjustPoints,foulPoints,rp,totalPoints
Blue,No,Docked,Docked,No,None,Docked,No,None,Park,"{'T': ['None', 'None', 'None', 'None', 'Cube', 'None', 'None', 'Cube', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']}",2,0,20,True,NotLevel,12,8,"{'T': ['None', 'None', 'None', 'None', 'Cube', 'None', 'None', 'Cube', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'Cube', 'Cone', 'None', 'None', 'None', 'Cube', 'Cone', 'Cube']}",7,32,10,0,20,2,Level,"[{'row': 'Bottom', 'nodes': [6, 7, 8]}]",5,True,False,False,1,28,0,0,False,False,0,5,1,62
Red,Yes,None,Park,No,None,Docked,Yes,None,Docked,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'Cube', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'Cube']}",2,6,9,False,NotLevel,3,0,"{'T': ['Cone', 'Cube', 'Cone', 'None', 'Cube', 'None', 'None', 'Cube', 'None'], 'M': ['None', 'None', 'None', 'None', 'Cube', 'None', 'Cone', 'Cube', 'Cone'], 'B': ['None', 'None', 'None', 'None', 'None', 'Cone', 'None', 'None', 'Cube']}",11,61,39,0,20,2,Level,"[{'row': 'Mid', 'nodes': [6, 7, 8]}, {'row': 'Top', 'nodes': [0, 1, 2]}]",10,False,False,True,3,20,1,0,False,False,0,0,2,80
