alliance,mobilityRobot1,autoChargeStationRobot1,endGameChargeStationRobot1,mobilityRobot2,autoChargeStationRobot2,endGameChargeStationRobot2,mobilityRobot3,autoChargeStationRobot3,endGameChargeStationRobot3,autoCommunity,autoGamePieceCount,autoMobilityPoints,autoPoints,autoDocked,autoBridgeState,autoGamePiecePoints,autoChargeStationPoints,teleopCommunity,teleopGamePieceCount,teleopPoints,teleopGamePiecePoints,extraGamePieceCount,endGameChargeStationPoints,endGameParkPoints,endGameBridgeState,links,linkPoints,activationBonusAchieved,sustainabilityBonusAchieved,coopertitionCriteriaMet,coopGamePieceCount,totalChargeStationPoints,foulCount,techFoulCount,g405Penalty,h111Penalty,adjustPoints,foulPoints,rp,totalPoints
Blue,No,None,None,No,None,Park,No,None,None,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']}",0,0,0,False,Level,0,0,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['Cube', 'None', 'None', 'Cone', 'Cone', 'Cone', 'Cube', 'Cube', 'Cone']}",7,16,14,0,0,2,Level,"[{'row': 'Bottom', 'nodes': [3, 4, 5]}, {'row': 'Bottom', 'nodes': [6, 7, 8]}]",10,False,False,True,3,0,0,0,False,False,0,0,0,26
Red,No,None,Docked,No,Docked,Park,Yes,None,Docked,"{'T': ['None', 'None', 'None', 'None', 'Cube', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']}",1,3,21,True,Level,6,12,"{'T': ['None', 'Cube', 'None', 'None', 'Cube', 'None', 'None', 'Cube', 'None'], 'M': ['None', 'Cube', 'Cone', 'None', 'Cube', 'None', 'None', 'Cube', 'Cone'], 'B': ['Cube', 'Cube', 'Cube', 'None', 'None', 'None', 'None', 'None', 'None']}",11,53,31,0,20,2,Level,"[{'row': 'Bottom', 'nodes': [0, 1, 2]}]",5,True,False,False,2,32,0,0,False,False,0,0,3,79
