,alliance,mobilityRobot1,autoChargeStationRobot1,endGameChargeStationRobot1,mobilityRobot2,autoChargeStationRobot2,endGameChargeStationRobot2,mobilityRobot3,autoChargeStationRobot3,endGameChargeStationRobot3,autoCommunity,autoGamePieceCount,autoMobilityPoints,autoPoints,autoDocked,autoBridgeState,autoGamePiecePoints,autoChargeStationPoints,teleopCommunity,teleopGamePieceCount,teleopPoints,teleopGamePiecePoints,extraGamePieceCount,endGameChargeStationPoints,endGameParkPoints,endGameBridgeState,links,linkPoints,activationBonusAchieved,sustainabilityBonusAchieved,coopertitionCriteriaMet,coopGamePieceCount,totalChargeStationPoints,foulCount,techFoulCount,g405Penalty,h111Penalty,adjustPoints,foulPoints,rp,totalPoints
0,Blue,No,Docked,Park,Yes,None,Docked,Yes,None,Docked,"{'T': ['None', 'Cube', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'None', 'None', 'None', 'None', 'Cone', 'None', 'None', 'None']}",2,6,27,True,Level,9,12,"{'T': ['None', 'Cube', 'Cone', 'None', 'Cube', 'None', 'None', 'None', 'None'], 'M': ['None', 'Cube', 'None', 'None', 'Cube', 'None', 'Cone', 'Cube', 'Cone'], 'B': ['None', 'None', 'None', 'None', 'Cube', 'Cone', 'Cube', 'Cube', 'Cube']}",13,55,33,0,20,2,Level,"[{'row': 'Bottom', 'nodes': [4, 5, 6]}, {'row': 'Mid', 'nodes': [6, 7, 8]}]",10,True,False,True,4,32,0,0,False,False,0,34,3,126
1,Red,No,None,Park,Yes,None,Park,No,None,Park,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['Cone', 'None', 'None', 'None', 'Cube', 'None', 'None', 'None', 'None']}",2,3,9,False,Level,6,0,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['Cone', 'Cube', 'None', 'None', 'Cube', 'None', 'None', 'Cube', 'Cube']}",5,12,6,0,0,6,NotLevel,[],0,False,False,False,1,0,2,2,False,False,0,0,0,21
