alliance,mobilityRobot1,autoChargeStationRobot1,endGameChargeStationRobot1,mobilityRobot2,autoChargeStationRobot2,endGameChargeStationRobot2,mobilityRobot3,autoChargeStationRobot3,endGameChargeStationRobot3,autoCommunity,autoGamePieceCount,autoMobilityPoints,autoPoints,autoDocked,autoBridgeState,autoGamePiecePoints,autoChargeStationPoints,teleopCommunity,teleopGamePieceCount,teleopPoints,teleopGamePiecePoints,extraGamePieceCount,endGameChargeStationPoints,endGameParkPoints,endGameBridgeState,links,linkPoints,activationBonusAchieved,sustainabilityBonusAchieved,coopertitionCriteriaMet,coopGamePieceCount,totalChargeStationPoints,foulCount,techFoulCount,g405Penalty,h111Penalty,adjustPoints,foulPoints,rp,totalPoints
Blue,Yes,None,Park,No,None,Docked,No,Docked,Docked,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'Cube', 'None', 'None', 'None', 'None', 'None', 'None', 'None']}",1,3,18,True,Level,3,12,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'Cube', 'None'], 'B': ['Cube', 'Cube', 'Cube', 'Cube', 'Cone', 'Cube', 'Cone', 'None', 'None']}",8,37,15,0,20,2,Level,"[{'row': 'Bottom', 'nodes': [0, 1, 2]}, {'row': 'Bottom', 'nodes': [3, 4, 5]}]",10,True,False,True,3,32,0,0,False,False,0,34,3,99
Red,No,None,Park,No,Docked,Docked,Yes,None,Docked,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'None', 'None', 'Cone', 'None', 'None', 'None', 'None', 'None']}",1,3,18,True,Level,3,12,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['Cone', 'Cube', 'Cone', 'Cone', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'Cone', 'Cone', 'Cone', 'None', 'None', 'None', 'None', 'None']}",7,38,16,0,20,2,Level,"[{'row': 'Bottom', 'nodes': [1, 2, 3]}, {'row': 'Mid', 'nodes': [0, 1, 2]}]",10,True,False,False,2,32,2,2,False,False,0,0,1,66
