,alliance,mobilityRobot1,autoChargeStationRobot1,endGameChargeStationRobot1,mobilityRobot2,autoChargeStationRobot2,endGameChargeStationRobot2,mobilityRobot3,autoChargeStationRobot3,endGameChargeStationRobot3,autoCommunity,autoGamePieceCount,autoMobilityPoints,autoPoints,autoDocked,autoBridgeState,autoGamePiecePoints,autoChargeStationPoints,teleopCommunity,teleopGamePieceCount,teleopPoints,teleopGamePiecePoints,extraGamePieceCount,endGameChargeStationPoints,endGameParkPoints,endGameBridgeState,links,linkPoints,activationBonusAchieved,sustainabilityBonusAchieved,coopertitionCriteriaMet,coopGamePieceCount,totalChargeStationPoints,foulCount,techFoulCount,g405Penalty,h111Penalty,adjustPoints,foulPoints,rp,totalPoints
0,Blue,No,None,Park,No,None,Docked,Yes,None,Docked,"{'T': ['Cone', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'Cone'], 'B': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']}",2,3,13,False,Level,10,0,"{'T': ['Cone', 'None', 'None', 'None', 'None', 'None', 'Cone', 'Cube', 'None'], 'M': ['Cone', 'Cube', 'Cone', 'Cone', 'None', 'None', 'None', 'None', 'Cone'], 'B': ['None', 'None', 'None', 'Cone', 'None', 'None', 'None', 'Cone', 'None']}",10,48,26,0,20,2,Level,"[{'row': 'Mid', 'nodes': [0, 1, 2]}]",5,False,False,False,2,20,0,0,False,False,0,5,0,71
1,Red,No,Docked,Docked,No,None,Park,Yes,None,Docked,"{'T': ['None', 'Cube', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'Cone', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']}",2,3,25,True,Level,10,12,"{'T': ['None', 'Cube', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'Cone', 'Cone', 'Cube', 'Cone', 'Cone', 'Cube', 'Cone'], 'B': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']}",8,40,18,0,20,2,Level,"[{'row': 'Mid', 'nodes': [2, 3, 4]}, {'row': 'Mid', 'nodes': [5, 6, 7]}]",10,True,False,True,3,32,1,0,False,False,0,0,3,75
