,alliance,mobilityRobot1,autoChargeStationRobot1,endGameChargeStationRobot1,mobilityRobot2,autoChargeStationRobot2,endGameChargeStationRobot2,mobilityRobot3,autoChargeStationRobot3,endGameChargeStationRobot3,autoCommunity,autoGamePieceCount,autoMobilityPoints,autoPoints,autoDocked,autoBridgeState,autoGamePiecePoints,autoChargeStationPoints,teleopCommunity,teleopGamePieceCount,teleopPoints,teleopGamePiecePoints,extraGamePieceCount,endGameChargeStationPoints,endGameParkPoints,endGameBridgeState,links,linkPoints,activationBonusAchieved,sustainabilityBonusAchieved,coopertitionCriteriaMet,coopGamePieceCount,totalChargeStationPoints,foulCount,techFoulCount,g405Penalty,h111Penalty,adjustPoints,foulPoints,rp,totalPoints
0,Blue,No,None,Park,No,None,Park,No,None,Docked,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'Cube']}",1,0,3,False,NotLevel,3,0,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'Cube', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'Cone', 'None', 'Cone'], 'B': ['Cube', 'Cube', 'Cube', 'Cube', 'Cube', 'Cube', 'Cube', 'Cube', 'Cube']}",12,41,27,0,10,4,Level,"[{'row': 'Bottom', 'nodes': [0, 1, 2]}, {'row': 'Bottom', 'nodes': [3, 4, 5]}, {'row': 'Bottom', 'nodes': [6, 7, 8]}]",15,False,False,True,3,10,4,0,False,False,0,10,0,69
1,Red,No,None,None,No,None,Docked,No,Docked,Docked,"{'T': ['None', 'None', 'None', 'None', 'Cube', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']}",1,0,18,True,Level,6,12,"{'T': ['Cone', 'Cube', 'Cone', 'Cone', 'Cube', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['Cube', 'Cube', 'None', 'None', 'None', 'None', 'None', 'None', 'Cone']}",8,46,26,0,20,0,Level,"[{'row': 'Top', 'nodes': [0, 1, 2]}]",5,True,False,False,2,32,2,0,False,False,0,20,3,89
