alliance,mobilityRobot1,autoChargeStationRobot1,endGameChargeStationRobot1,mobilityRobot2,autoChargeStationRobot2,endGameChargeStationRobot2,mobilityRobot3,autoChargeStationRobot3,endGameChargeStationRobot3,autoCommunity,autoGamePieceCount,autoMobilityPoints,autoPoints,autoDocked,autoBridgeState,autoGamePiecePoints,autoChargeStationPoints,teleopCommunity,teleopGamePieceCount,teleopPoints,teleopGamePiecePoints,extraGamePieceCount,endGameChargeStationPoints,endGameParkPoints,endGameBridgeState,links,linkPoints,activationBonusAchieved,sustainabilityBonusAchieved,coopertitionCriteriaMet,coopGamePieceCount,totalChargeStationPoints,foulCount,techFoulCount,g405Penalty,h111Penalty,adjustPoints,foulPoints,rp,totalPoints
Blue,No,None,Park,Yes,None,Docked,No,None,Docked,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'Cube', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['Cube', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']}",2,3,12,False,Level,9,0,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'Cone', 'Cube', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['Cube', 'None', 'None', 'Cube', 'Cube', 'Cube', 'Cube', 'Cube', 'Cube']}",9,39,17,0,20,2,Level,"[{'row': 'Bottom', 'nodes': [3, 4, 5]}, {'row': 'Bottom', 'nodes': [6, 7, 8]}]",10,False,False,True,3,20,0,0,False,False,0,5,2,66
Red,Yes,None,Park,No,None,Park,No,None,Park,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'Cone', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']}",1,3,7,False,Level,4,0,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'Cone', 'Cone', 'Cube', 'None', 'None', 'None', 'None'], 'B': ['Cube', 'Cone', 'None', 'Cone', 'None', 'Cone', 'None', 'Cone', 'Cube']}",9,24,18,0,0,6,NotLevel,"[{'row': 'Mid', 'nodes': [2, 3, 4]}]",5,False,False,True,4,0,1,0,False,False,0,0,0,36
