,alliance,mobilityRobot1,autoChargeStationRobot1,endGameChargeStationRobot1,mobilityRobot2,autoChargeStationRobot2,endGameChargeStationRobot2,mobilityRobot3,autoChargeStationRobot3,endGameChargeStationRobot3,autoCommunity,autoGamePieceCount,autoMobilityPoints,autoPoints,autoDocked,autoBridgeState,autoGamePiecePoints,autoChargeStationPoints,teleopCommunity,teleopGamePieceCount,teleopPoints,teleopGamePiecePoints,extraGamePieceCount,endGameChargeStationPoints,endGameParkPoints,endGameBridgeState,links,linkPoints,activationBonusAchieved,sustainabilityBonusAchieved,coopertitionCriteriaMet,coopGamePieceCount,totalChargeStationPoints,foulCount,techFoulCount,g405Penalty,h111Penalty,adjustPoints,foulPoints,rp,totalPoints
0,Blue,No,None,Docked,No,None,None,No,None,None,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']}",0,0,0,False,Level,0,0,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'Cube', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['Cone', 'None', 'None', 'None', 'None', 'None', 'None', 'Cube', 'Cone']}",4,19,9,0,10,0,Level,[],0,False,False,False,0,10,0,0,False,False,0,5,0,24
1,Red,No,Docked,Docked,No,None,Docked,No,None,None,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']}",0,0,12,True,Level,0,12,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'Cube', 'None'], 'M': ['None', 'Cube', 'None', 'Cone', 'None', 'None', 'None', 'Cube', 'None'], 'B': ['None', 'Cone', 'Cone', 'None', 'None', 'None', 'None', 'None', 'Cube']}",7,40,20,0,20,0,Level,[],0,True,False,False,1,32,1,0,False,False,0,0,3,52
