alliance,mobilityRobot1,autoChargeStationRobot1,endGameChargeStationRobot1,mobilityRobot2,autoChargeStationRobot2,endGameChargeStationRobot2,mobilityRobot3,autoChargeStationRobot3,endGameChargeStationRobot3,autoCommunity,autoGamePieceCount,autoMobilityPoints,autoPoints,autoDocked,autoBridgeState,autoGamePiecePoints,autoChargeStationPoints,teleopCommunity,teleopGamePieceCount,teleopPoints,teleopGamePiecePoints,extraGamePieceCount,endGameChargeStationPoints,endGameParkPoints,endGameBridgeState,links,linkPoints,activationBonusAchieved,sustainabilityBonusAchieved,coopertitionCriteriaMet,coopGamePieceCount,totalChargeStationPoints,foulCount,techFoulCount,g405Penalty,h111Penalty,adjustPoints,foulPoints,rp,totalPoints
Blue,Yes,None,None,No,None,Park,Yes,None,None,"{'T': ['Cone', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'Cube']}",2,6,15,False,Level,9,0,"{'T': ['Cone', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'Cube', 'None', 'None', 'None', 'Cone'], 'B': ['None', 'None', 'Cone', 'Cone', 'Cube', 'Cone', 'Cone', 'None', 'Cube']}",9,18,16,0,0,2,NotLevel,"[{'row': 'Bottom', 'nodes': [2, 3, 4]}]",5,False,False,True,4,0,1,2,False,False,0,15,0,53
Red,Yes,None,Park,Yes,None,Docked,No,None,Docked,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['Cube', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'Cube']}",2,6,12,False,Level,6,0,"{'T': ['None', 'None', 'None', 'None', 'Cube', 'None', 'None', 'None', 'None'], 'M': ['None', 'Cube', 'Cone', 'Cone', 'Cube', 'None', 'None', 'Cube', 'None'], 'B': ['Cube', 'None', 'None', 'None', 'Cone', 'Cube', 'Cube', 'Cube', 'Cube']}",12,50,28,0,20,2,Level,"[{'row': 'Bottom', 'nodes': [4, 5, 6]}, {'row': 'Mid', 'nodes': [1, 2, 3]}]",10,False,False,True,5,20,3,0,False,False,0,29,2,101
