,alliance,mobilityRobot1,autoChargeStationRobot1,endGameChargeStationRobot1,mobilityRobot2,autoChargeStationRobot2,endGameChargeStationRobot2,mobilityRobot3,autoChargeStationRobot3,endGameChargeStationRobot3,autoCommunity,autoGamePieceCount,autoMobilityPoints,autoPoints,autoDocked,autoBridgeState,autoGamePiecePoints,autoChargeStationPoints,teleopCommunity,teleopGamePieceCount,teleopPoints,teleopGamePiecePoints,extraGamePieceCount,endGameChargeStationPoints,endGameParkPoints,endGameBridgeState,links,linkPoints,activationBonusAchieved,sustainabilityBonusAchieved,coopertitionCriteriaMet,coopGamePieceCount,totalChargeStationPoints,foulCount,techFoulCount,g405Penalty,h111Penalty,adjustPoints,foulPoints,rp,totalPoints
0,Blue,Yes,None,Docked,No,None,Park,No,Docked,Docked,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'None', 'None', 'None', 'Cube', 'None', 'None', 'None', 'Cube']}",2,3,17,True,NotLevel,6,8,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['Cube', 'Cube', 'Cone', 'Cube', 'Cube', 'Cube', 'Cube', 'Cube', 'Cube']}",9,36,14,0,20,2,Level,"[{'row': 'Bottom', 'nodes': [0, 1, 2]}, {'row': 'Bottom', 'nodes': [3, 4, 5]}, {'row': 'Bottom', 'nodes': [6, 7, 8]}]",15,True,False,True,3,28,0,0,False,False,0,0,3,68
1,Red,No,None,Park,No,None,Park,No,None,Park,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'Cube', 'None', 'None', 'None', 'None'], 'B': ['None', 'Cube', 'None', 'None', 'None', 'None', 'None', 'None', 'Cube']}",3,0,10,False,NotLevel,10,0,"{'T': ['None', 'None', 'None', 'None', 'Cube', 'None', 'None', 'Cube', 'None'], 'M': ['None', 'None', 'None', 'Cone', 'Cube', 'Cone', 'None', 'Cube', 'None'], 'B': ['Cube', 'Cube', 'Cube', 'None', 'None', 'None', 'None', 'Cone', 'Cube']}",11,31,25,0,0,6,NotLevel,"[{'row': 'Bottom', 'nodes': [0, 1, 2]}, {'row': 'Mid', 'nodes': [3, 4, 5]}]",10,False,False,True,4,0,0,0,False,False,0,0,0,51
