,alliance,mobilityRobot1,autoChargeStationRobot1,endGameChargeStationRobot1,mobilityRobot2,autoChargeStationRobot2,endGameChargeStationRobot2,mobilityRobot3,autoChargeStationRobot3,endGameChargeStationRobot3,autoCommunity,autoGamePieceCount,autoMobilityPoints,autoPoints,autoDocked,autoBridgeState,autoGamePiecePoints,autoChargeStationPoints,teleopCommunity,teleopGamePieceCount,teleopPoints,teleopGamePiecePoints,extraGamePieceCount,endGameChargeStationPoints,endGameParkPoints,endGameBridgeState,links,linkPoints,activationBonusAchieved,sustainabilityBonusAchieved,coopertitionCriteriaMet,coopGamePieceCount,totalChargeStationPoints,foulCount,techFoulCount,g405Penalty,h111Penalty,adjustPoints,foulPoints,rp,totalPoints
0,Blue,Yes,None,Docked,No,None,None,No,None,None,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'Cube', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'Cube', 'None', 'None', 'None', 'None', 'None', 'None', 'None']}",2,3,12,False,Level,9,0,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'Cube', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['Cube', 'Cube', 'Cube', 'None', 'Cone', 'None', 'Cube', 'Cube', 'Cube']}",8,18,12,0,6,0,NotLevel,"[{'row': 'Bottom', 'nodes': [0, 1, 2]}, {'row': 'Bottom', 'nodes': [6, 7, 8]}]",10,False,False,False,1,6,1,0,False,False,0,10,0,50
1,Red,No,None,Docked,Yes,None,Docked,No,None,Docked,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']}",0,3,3,False,NotLevel,0,0,"{'T': ['None', 'Cube', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['Cone', 'Cube', 'Cone', 'Cone', 'None', 'None', 'None', 'None', 'None'], 'B': ['Cone', 'Cone', 'Cone', 'None', 'None', 'None', 'None', 'None', 'None']}",8,53,23,0,30,0,Level,"[{'row': 'Bottom', 'nodes': [0, 1, 2]}, {'row': 'Mid', 'nodes': [0, 1, 2]}]",10,True,False,False,1,30,2,0,False,False,0,5,3,71
