,alliance,mobilityRobot1,autoChargeStationRobot1,endGameChargeStationRobot1,mobilityRobot2,autoChargeStationRobot2,endGameChargeStationRobot2,mobilityRobot3,autoChargeStationRobot3,endGameChargeStationRobot3,autoCommunity,autoGamePieceCount,autoMobilityPoints,autoPoints,autoDocked,autoBridgeState,autoGamePiecePoints,autoChargeStationPoints,teleopCommunity,teleopGamePieceCount,teleopPoints,teleopGamePiecePoints,extraGamePieceCount,endGameChargeStationPoints,endGameParkPoints,endGameBridgeState,links,linkPoints,activationBonusAchieved,sustainabilityBonusAchieved,coopertitionCriteriaMet,coopGamePieceCount,totalChargeStationPoints,foulCount,techFoulCount,g405Penalty,h111Penalty,adjustPoints,foulPoints,rp,totalPoints
0,Blue,No,None,Docked,No,None,Park,No,None,Park,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']}",0,0,0,False,Level,0,0,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'Cone', 'Cone', 'Cube', 'Cone', 'None', 'None', 'None'], 'B': ['None', 'None', 'None', 'Cube', 'None', 'None', 'Cube', 'Cube', 'None']}",7,32,18,0,10,4,Level,"[{'row': 'Mid', 'nodes': [2, 3, 4]}]",5,False,False,True,4,10,4,2,False,False,0,0,0,37
1,Red,No,None,Docked,No,None,Docked,Yes,None,Docked,"{'T': ['None', 'Cube', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'None', 'None', 'None', 'Cube', 'None', 'None', 'None', 'None']}",2,3,12,False,Level,9,0,"{'T': ['Cone', 'Cube', 'Cone', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'None', 'None', 'Cube', 'Cube', 'Cone', 'None', 'Cube', 'Cube']}",8,48,18,0,30,0,Level,"[{'row': 'Bottom', 'nodes': [3, 4, 5]}, {'row': 'Top', 'nodes': [0, 1, 2]}]",10,True,False,True,3,30,0,0,False,False,0,44,3,114
