alliance,mobilityRobot1,autoChargeStationRobot1,endGameChargeStationRobot1,mobilityRobot2,autoChargeStationRobot2,endGameChargeStationRobot2,mobilityRobot3,autoChargeStationRobot3,endGameChargeStationRobot3,autoCommunity,autoGamePieceCount,autoMobilityPoints,autoPoints,autoDocked,autoBridgeState,autoGamePiecePoints,autoChargeStationPoints,teleopCommunity,teleopGamePieceCount,teleopPoints,teleopGamePiecePoints,extraGamePieceCount,endGameChargeStationPoints,endGameParkPoints,endGameBridgeState,links,linkPoints,activationBonusAchieved,sustainabilityBonusAchieved,coopertitionCriteriaMet,coopGamePieceCount,totalChargeStationPoints,foulCount,techFoulCount,g405Penalty,h111Penalty,adjustPoints,foulPoints,rp,totalPoints
Blue,Yes,None,None,No,None,Docked,No,None,Park,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'Cube', 'None', 'None', 'Cube', 'None'], 'B': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']}",2,3,11,False,Level,8,0,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'Cube', 'None', 'Cone', 'Cube', 'Cone'], 'B': ['None', 'None', 'Cube', 'Cube', 'Cube', 'None', 'Cone', 'None', 'None']}",8,26,14,0,10,2,Level,"[{'row': 'Bottom', 'nodes': [2, 3, 4]}, {'row': 'Mid', 'nodes': [6, 7, 8]}]",10,False,False,True,3,10,1,0,False,False,0,5,0,52
Red,No,None,Docked,No,None,Park,No,None,Docked,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['Cone', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'Cube', 'None']}",2,0,7,False,Level,7,0,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['Cone', 'Cube', 'Cone', 'Cone', 'Cube', 'None', 'None', 'None', 'None'], 'B': ['None', 'Cube', 'None', 'Cube', 'None', 'Cone', 'Cone', 'Cube', 'Cube']}",11,44,22,0,20,2,Level,"[{'row': 'Bottom', 'nodes': [5, 6, 7]}, {'row': 'Mid', 'nodes': [0, 1, 2]}]",10,False,False,True,4,20,1,0,False,False,0,5,2,66
