,alliance,mobilityRobot1,autoChargeStationRobot1,endGameChargeStationRobot1,mobilityRobot2,autoChargeStationRobot2,endGameChargeStationRobot2,mobilityRobot3,autoChargeStationRobot3,endGameChargeStationRobot3,autoCommunity,autoGamePieceCount,autoMobilityPoints,autoPoints,autoDocked,autoBridgeState,autoGamePiecePoints,autoChargeStationPoints,teleopCommunity,teleopGamePieceCount,teleopPoints,teleopGamePiecePoints,extraGamePieceCount,endGameChargeStationPoints,endGameParkPoints,endGameBridgeState,links,linkPoints,activationBonusAchieved,sustainabilityBonusAchieved,coopertitionCriteriaMet,coopGamePieceCount,totalChargeStationPoints,foulCount,techFoulCount,g405Penalty,h111Penalty,adjustPoints,foulPoints,rp,totalPoints
0,Blue,No,None,Park,No,Docked,Park,Yes,None,Docked,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'Cube', 'None'], 'M': ['None', 'Cube', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']}",2,3,25,True,Level,10,12,"{'T': ['Cone', 'None', 'None', 'None', 'None', 'None', 'Cone', 'Cube', 'Cone'], 'M': ['None', 'Cube', 'Cone', 'Cone', 'None', 'None', 'Cone', 'Cube', 'Cone'], 'B': ['None', 'None', 'None', 'None', 'None', 'Cone', 'None', 'None', 'None']}",11,42,32,0,6,4,NotLevel,"[{'row': 'Mid', 'nodes': [1, 2, 3]}, {'row': 'Mid', 'nodes': [6, 7, 8]}, {'row': 'Top', 'nodes': [6, 7, 8]}]",15,False,False,False,2,18,0,0,False,False,0,5,2,87
1,Red,No,None,Park,No,None,Docked,Yes,None,Park,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']}",0,3,3,False,Level,0,0,"{'T': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'M': ['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None'], 'B': ['Cube', 'Cube', 'Cube', 'None', 'Cone', 'None', 'Cube', 'None', 'Cube']}",6,22,12,0,6,4,NotLevel,"[{'row': 'Bottom', 'nodes': [0, 1, 2]}]",5,False,False,False,1,6,1,0,False,False,0,0,0,30
