Marca temporal,Scouter,Match,Team,Autonomous Cubos [AutoCubo3],Autonomous Cubos [AutoCubo2],Autonomous Cubos [AutoCubo1],Autonomous Conos [AutoCono3],Autonomous Conos [AutoCono2],Autonomous Conos [AutCono1],Auto Mobility: Left Community,Auto Charge station,Auto Comentarios Extra,Teleop Cubos [TOCubo3],Teleop Cubos [TOCubo2],Teleop Cubos [TOCubo1],Teleop Conos [TOCono3],Teleop Conos [TOCono2],Teleop Conos [TOCono1],Teleop Charge Station,Teleop Park,Disconnection Time ,Defensive Rank,TeleOp Comentarios Extras,Aliance
21/10/2023 15:38:33,delfin,27,1148,0,0,0,0,0,0,No,Nothing,,0,0,6,0,0,0,Engaged,Si,0,2,,Red
21/10/2023 15:39:02,clarisa,27,6017,0,0,0,1,0,0,Si,Nothing,,0,1,0,0,1,0,"Docked  (Not touching the ground, CS not Balanced)",Si,0,2,,Blue
21/10/2023 15:46:15,leah,28,1138,0,0,0,0,0,0,Si,Engaged (Balanced),,2,0,0,4,0,1,Engaged,Si,0,3,,Blue
21/10/2023 15:46:23,sofy,28,2102,0,0,0,0,0,0,No,Nothing,,0,0,3,2,0,0,Nothing,Si,6,2,,Red
21/10/2023 15:46:30,Rebeca,28,3647.2,0,0,1,0,0,0,No,Nothing,,0,0,5,0,0,0,Engaged,Si,0,2,,Blue
21/10/2023 15:46:30,delfin,28,3512.2,0,0,0,1,0,0,Si,Nothing,,1,2,1,0,0,0,Engaged,Si,0,2,,Red
21/10/2023 15:46:36,clarisa,28,359,0,0,0,2,0,0,Si,Nothing,,0,2,2,3,1,1,Engaged,Si,0,2,,Blue
21/10/2023 15:46:53,karla ,28,5199,1,0,0,0,0,0,Si,Engaged (Balanced),,0,1,3,2,0,1,Engaged,Si,0,3,,Red
21/10/2023 15:53:11,karla,29,4.2,0,0,0,0,0,0,No,Nothing,,0,0,0,0,0,0,Nothing,No,0,3,No estaba el robot en la cancha ,Red
21/10/2023 15:53:32,clarisa ,29,6647,0,0,0,0,0,0,No,Nothing,GIRO COMO LOCO JAJAJAJAJAJJA,0,0,0,0,0,0,Nothing,No,0,2,,Blue
21/10/2023 15:54:17,delfin,29,9084,0,0,1,1,0,0,Si,Nothing,,1,0,6,1,0,0,Engaged,Si,0,2,,Red
21/10/2023 15:54:18,leah,29,5124,0,0,0,0,0,0,No,Nothing,,0,0,0,0,0,0,Nothing,No,30,1,no se movio y estava conectado,Blue
21/10/2023 15:54:36,mangie,29,3759,0,0,0,0,0,0,Si,Nothing,,0,0,4,2,0,0,Engaged,Si,0,2,,Red
21/10/2023 15:55:19,Rebeca,29,1197,0,1,0,0,0,0,Si,Nothing,,1,0,1,1,2,0,Engaged,Si,0,2,Casi se desbalancea y se cae dos veces,Blue
21/10/2023 16:01:41,karla ,30,3128,0,0,0,1,0,0,Si,Engaged (Balanced),,1,0,3,2,0,0,Engaged,No,0,3,,Red
21/10/2023 16:01:53,mangie,30,7157,1,0,0,1,0,0,Si,Nothing,,1,0,4,3,0,0,Engaged,Si,0,2,,Red
21/10/2023 16:01:54,Rebeca,30,5887,0,0,1,0,0,0,Si,Nothing,,0,0,3,0,0,0,Engaged,Si,0,2,,Blue
21/10/2023 16:01:56,leah,30,696.2,1,0,0,0,0,0,No,Nothing,,0,3,0,0,0,0,Engaged,Si,0,3,,Blue
21/10/2023 16:01:58,delfin,30,8006.2,0,0,0,0,0,0,Si,Nothing,,0,0,1,0,0,0,Nothing,No,0,1,40,Red
21/10/2023 16:03:36,clarisa,30,4322,0,0,0,1,0,0,Si,Nothing,,0,0,0,1,1,1,Engaged,Si,0,2,"Marcaron foul porque se les cayo un cono en el chasis y llevaban otra pieza en la garra, llevarOn dos game pieces a la vez",Blue
21/10/2023 16:08:22,delfin,31,8006,0,0,0,0,0,0,No,Nothing,No vino,0,0,0,0,0,0,Nothing,No,0,1,No vino,Red
21/10/2023 16:12:12,karla,31,4079,0,0,0,0,0,0,No,Nothing,,0,0,0,0,0,0,Nothing,No,79,3,Estuvo casi todo el match sin moverse ,Red
21/10/2023 16:12:27,delfin,31,8006,0,0,0,0,0,0,Si,Nothing,,0,0,2,0,0,1,Nothing,Si,0,2,,Red
21/10/2023 16:12:32,Rebeca,31,3647.2,0,0,1,0,0,0,Si,Nothing,,0,0,5,0,0,0,Engaged,Si,0,2,,Blue
21/10/2023 16:12:45,leah,31,6017,0,0,0,0,0,0,No,Nothing,,0,0,0,1,0,4,Nothing,Si,0,3,nosotros!!!!!!!!,Blue
21/10/2023 16:13:33,mangie,31,7157,0,0,0,0,0,0,No,Nothing,,1,1,0,1,2,0,Engaged,Si,0,2,,Red
21/10/2023 16:13:36,clarisa,31,599,0,0,1,0,0,0,Si,Nothing,,0,0,0,0,0,4,Engaged,Si,0,2,,Blue
21/10/2023 16:21:53,karla,32,3128.2,0,0,0,1,0,0,Si,"Docked (Not touching the ground, but not balanced)",,1,0,1,3,0,0,Nothing,No,30,3,,Red
21/10/2023 16:22:01,leah,32,3759,0,0,0,0,0,0,Si,Nothing,,0,0,0,0,0,0,Nothing,No,60,2,creo q se desconecto ,Blue
21/10/2023 16:22:01,Rebeca,32,696,0,0,0,0,0,1,Si,Nothing,,0,0,1,0,0,0,Engaged,Si,28,2,,Blue
21/10/2023 16:22:15,delfin,32,3512,0,0,0,0,0,0,Si,Nothing,La agarro,1,0,2,2,0,0,Engaged,Si,0,2,,Red
21/10/2023 16:22:26,clarisa,32,7102,1,0,0,0,0,0,No,Nothing,,2,1,0,0,2,0,Engaged,Si,0,2,,Blue
21/10/2023 16:23:11,mangie,32,7415,0,0,0,0,0,0,Si,Nothing,,1,0,2,0,0,0,Engaged,Si,0,2,,Red
21/10/2023 16:32:16,karla ,33,2659,0,0,0,1,0,0,No,Engaged (Balanced),,1,2,3,3,0,1,Nothing,Si,0,3,,Red
21/10/2023 16:32:24,mangie,33,4415,0,0,0,1,0,0,Si,Nothing,,0,0,3,3,0,0,Engaged,Si,0,2,,Red
21/10/2023 16:32:38,leah,34,4276,1,0,0,0,0,0,Si,Engaged (Balanced),,0,1,1,0,0,0,Nothing,Si,0,1,,Blue
21/10/2023 16:32:43,delfin,33,6647,0,0,0,0,0,0,No,Nothing,,1,0,4,0,0,0,Engaged,Si,0,2,,Red
21/10/2023 16:33:11,clarisa,33,4,0,0,0,0,1,0,Si,Nothing,,0,1,0,0,2,1,Nothing,No,0,2,,Blue
21/10/2023 16:33:21,Rebeca,33,3925,0,0,0,0,0,0,No,Nothing,,0,0,1,0,0,0,"Docked  (Not touching the ground, CS not Balanced)",Si,30,2,Casi se desbalancea ,Blue
21/10/2023 16:40:49,karla ,34,3863,0,0,0,0,0,0,No,Nothing,,0,0,0,1,1,1,Nothing,No,0,2,,Red
21/10/2023 16:40:59,mangie,34,9282,0,0,0,0,0,0,Si,Nothing,,0,0,2,0,0,1,"Docked  (Not touching the ground, CS not Balanced)",Si,0,2,,Red
21/10/2023 16:41:01,leah,34,359,0,0,0,1,0,0,Si,Engaged (Balanced),,0,0,0,4,0,2,Engaged,Si,0,3,,Blue
21/10/2023 16:41:03,delfin,34,599.2,0,0,0,0,0,0,No,Nothing,,0,0,1,0,0,0,Nothing,Si,0,1,Defensa a la defensa,Red
21/10/2023 16:41:35,clarisa,34,4.2,0,0,0,0,0,0,No,Nothing,,0,0,0,0,0,0,Nothing,Si,0,1,Se defendio del defensa 🤪,Blue
21/10/2023 16:42:31,Rebeca,34,5199,1,0,0,0,0,0,Si,Nothing,,1,1,4,1,2,0,"Docked  (Not touching the ground, CS not Balanced)",Si,0,2,,Blue
21/10/2023 16:49:01,leah,35,3647,0,0,0,0,0,0,No,Nothing,,1,1,0,1,0,0,Engaged,Si,0,2,,Blue
21/10/2023 16:49:03,mangie,35,4415,0,0,0,0,0,0,No,Nothing,,1,0,0,4,3,0,Engaged,Si,0,2,,Red
21/10/2023 16:49:07,Rebeca,35,1138,0,0,0,1,0,0,No,Engaged (Balanced),,1,0,1,2,0,0,Engaged,Si,0,2,,Blue
21/10/2023 16:49:09,delfin,35,4414.2,1,0,0,0,0,0,Si,Engaged (Balanced),,0,2,3,0,0,0,Engaged,Si,0,2,,Red
21/10/2023 16:49:28,clarisa,35,1148,0,0,0,0,0,0,No,Nothing,,0,0,3,0,0,0,Engaged,Si,0,2,,Blue
21/10/2023 16:49:57,karla ,35,589,0,0,0,0,0,0,No,Nothing,,0,0,0,2,0,0,Engaged,No,0,3,,Red
21/10/2023 16:57:06,delfin,36,3512.2,0,0,0,0,0,1,Si,Nothing,,0,0,0,0,0,0,Engaged,Si,3,1,,Red
21/10/2023 16:57:10,leah,36,7415,0,0,0,0,0,0,Si,Nothing,,0,0,0,0,0,0,Engaged,Si,0,2,,Blue
21/10/2023 16:57:11,mangie,36,1148.2,0,0,0,0,0,0,Si,Nothing,,0,1,1,0,0,0,Nothing,Si,0,2,,Red
21/10/2023 16:57:24,clarisa,36,973,1,0,0,1,0,0,Si,Engaged (Balanced),,1,0,1,3,2,0,Nothing,Si,0,2,,Blue
21/10/2023 16:57:49,karla ,36,1197,1,0,0,0,0,0,Si,"Docked (Not touching the ground, but not balanced)",,0,0,0,1,0,0,Nothing,No,0,3,Se les atoro un cono x la parte de abajo del robot ,Red
21/10/2023 17:00:13,Rebeca,36,2102,0,0,0,0,0,0,No,Nothing,,0,0,6,0,0,1,Engaged,Si,0,2,,Blue
21/10/2023 17:06:07,karla,37,5887,0,0,0,0,0,0,No,Nothing,,0,0,0,0,0,0,"Docked  (Not touching the ground, CS not Balanced)",No,21,2,,Red
21/10/2023 17:06:21,delfin,37,359,1,0,0,1,0,0,Si,Engaged (Balanced),,0,1,0,3,5,1,Nothing,Si,0,2,,Red
21/10/2023 17:06:23,mangie,37,3512,0,0,0,0,0,0,No,Nothing,,1,0,2,2,2,0,Engaged,Si,0,2,,Red
21/10/2023 17:06:24,Rebeca,37,9084,0,0,1,1,0,0,Si,Nothing,,2,0,0,3,0,0,Nothing,No,0,2,Se desbalanceó y se volteó ,Blue
21/10/2023 17:06:27,leah,37,4,0,0,0,0,1,0,Si,"Docked (Not touching the ground, but not balanced)",,0,0,0,0,2,0,Engaged,Si,0,2,intento ayudar al q se volteo ,Blue
21/10/2023 17:06:29,clarisa,37,3647.2,0,0,0,0,0,0,Si,Nothing,,0,0,6,0,0,0,Engaged,Si,0,2,,Blue
21/10/2023 17:15:47,clarisa,38,696.2,0,0,0,0,0,0,No,Nothing,,0,0,0,0,0,0,Nothing,Si,0,2,,Blue
21/10/2023 17:15:51,mangie,38,7102,1,0,0,0,0,0,Si,"Docked (Not touching the ground, but not balanced)",,0,0,1,2,0,0,Engaged,Si,0,2,,Red
21/10/2023 17:15:54,karla,38,3647,0,0,0,1,0,0,Si,Nothing,,1,0,0,3,1,0,Engaged,No,0,3,,Red
21/10/2023 17:16:25,delfin,38,4276,0,0,0,0,0,0,Si,Nothing,,1,1,0,0,0,0,Engaged,Si,0,2,,Blue
21/10/2023 17:16:35,delfin,38,5199,0,0,0,0,0,0,No,Nothing,,1,0,1,4,0,0,Engaged,Si,0,2,*,Blue
21/10/2023 17:21:46,clarisa,39,6647.2,0,0,0,0,0,0,No,Nothing,,0,0,0,0,0,0,Nothing,No,120,2,No se presento,Red
21/10/2023 17:26:10,karla ,39,1138,0,0,0,1,0,0,No,Nothing,,2,0,1,2,2,1,"Docked  (Not touching the ground, CS not Balanced)",No,0,3,,Red
21/10/2023 17:26:31,delfin,39,1148.2,0,0,0,0,0,0,Si,Nothing,,0,0,4,0,0,1,Engaged,Si,0,2,,Blue
21/10/2023 17:26:32,delfin,39,5124,0,0,0,1,0,0,No,Nothing,,0,0,1,0,0,0,Engaged,Si,0,2,,Blue
21/10/2023 17:26:35,Rebeca,39,2659,0,0,0,1,0,0,No,Engaged (Balanced),,2,0,1,3,0,0,Nothing,No,0,2,"Casi se desbalancea, al principio solo estaba acercando cubos",Blue
21/10/2023 17:27:24,mangie,39,1197,0,0,0,0,0,0,Si,Nothing,0,0,0,2,4,0,0,"Docked  (Not touching the ground, CS not Balanced)",Si,0,2,,Red
21/10/2023 17:33:43,mangie,40,6017,0,0,0,0,0,0,Si,Nothing,,0,0,1,0,1,0,Engaged,Si,0,3,,Red
21/10/2023 17:33:45,Rebeca,40,2102,0,0,0,0,0,0,No,Nothing,,2,1,2,0,0,1,Engaged,Si,0,2,,Blue
21/10/2023 17:33:47,delfin,40,3925,0,0,0,0,0,0,No,Nothing,,0,0,0,0,0,0,Nothing,No,0,1,,Blue
21/10/2023 17:33:48,delfin,40,4414,0,0,0,1,0,0,Si,Engaged (Balanced),,1,0,0,2,0,3,Engaged,Si,0,2,,Blue
21/10/2023 17:33:53,karla,40,4414,0,0,0,0,0,0,No,Nothing,,1,0,0,1,0,1,Engaged,No,0,2,,Blue
21/10/2023 17:34:26,clarisa,40,3128.2,0,0,0,1,0,0,Si,Nothing,,5,0,0,4,0,0,Engaged,Si,0,2,,Red
21/10/2023 17:41:55,karla,41,589,0,0,1,0,0,0,Si,Nothing,,0,0,3,0,0,0,Nothing,Si,0,3,,Red
21/10/2023 17:41:58,Rebeca,41,8006,0,0,0,0,0,0,No,Nothing,,0,0,3,0,0,1,Engaged,Si,0,2,,Blue
21/10/2023 17:42:13,delfin,41,599.2,0,0,0,0,0,0,No,Nothing,,0,0,1,0,0,0,Engaged,Si,0,1,Entraron a la loding zone enemigo y se desoriento,Blue
21/10/2023 17:42:13,mangie,41,4079,0,0,0,0,0,0,Si,Nothing,,0,0,1,2,0,0,Engaged,Si,0,2,,Red
21/10/2023 17:42:21,clarisa,41,7157,0,0,0,0,0,1,Si,Engaged (Balanced),,2,1,1,4,2,0,Engaged,Si,0,2,,Red
21/10/2023 17:42:28,delfin,41,3759,0,0,0,0,0,0,Si,Nothing,,0,0,0,0,0,0,Nothing,No,60,1,,Blue
21/10/2023 17:49:46,karla ,42,696,1,0,0,0,0,0,Si,Nothing,,1,1,0,2,3,0,Engaged,No,0,3,,Red
21/10/2023 17:49:50,mangie,42,3863,0,0,0,0,0,0,No,"Docked (Not touching the ground, but not balanced)",,0,0,0,0,0,1,Engaged,Si,0,1,se tardó un minuto en poner un cono (y fallo)...,Red
21/10/2023 17:50:39,Rebeca,42,4322,0,0,0,1,0,0,No,Nothing,,0,0,1,2,0,3,Engaged,Si,0,2,,Blue
21/10/2023 17:50:46,clarisa,42,6647,1,0,0,0,0,0,Si,Nothing,,3,0,0,2,0,0,Engaged,Si,0,2,,Red
21/10/2023 17:50:48,delfin,42,973,0,0,1,1,0,0,Si,Engaged (Balanced),,1,0,1,3,0,2,Nothing,Si,0,2,,Blue
21/10/2023 17:50:49,delfin,42,8006.2,0,0,0,0,0,0,No,Nothing,,0,0,0,0,0,0,Nothing,Si,50,1,,Blue
21/10/2023 17:57:49,Rebeca,43,3512.2,0,1,0,1,0,0,No,Nothing,,0,0,3,1,0,0,Engaged,Si,0,2,,Blue
21/10/2023 17:57:53,delfin,43,3128,0,0,0,1,0,0,No,Engaged (Balanced),,1,0,3,2,0,0,Engaged,Si,0,2,avientan cubos,Blue
21/10/2023 17:57:55,mangie,43,4415,0,0,0,0,0,1,Si,Nothing,,0,0,3,2,0,0,Engaged,Si,0,2,,Red
21/10/2023 17:58:12,clarisa ,43,599,1,0,0,0,0,0,Si,Engaged (Balanced),,1,0,0,3,3,2,Engaged,Si,0,2,,Red
21/10/2023 17:58:26,karla ,43,4.2,0,0,0,0,0,0,No,Nothing,,0,0,0,0,0,0,Nothing,No,38,2,Se paro en medio de la linea blanca ,Red
21/10/2023 18:06:45,mangie,44,7415,0,0,1,0,0,0,Si,Nothing,,0,0,3,1,0,0,Engaged,Si,0,2,,Red
21/10/2023 18:06:50,Rebeca,44,4079,0,0,0,0,0,0,No,Engaged (Balanced),,0,1,1,0,0,2,Engaged,Si,0,2,,Blue
21/10/2023 18:06:56,delfin,44,696.2,0,0,1,0,0,0,No,Nothing,,0,0,0,0,0,0,Nothing,Si,0,1,,Blue
21/10/2023 18:06:57,delfin,44,4414,0,0,0,2,0,1,Si,Nothing,,1,0,1,0,2,1,Engaged,Si,0,2,,Blue
21/10/2023 18:07:19,karla,44,359,1,1,0,1,0,0,Si,Nothing,,1,1,1,3,3,0,Nothing,Si,0,3,,Red
21/10/2023 18:07:45,clarisa ,44,9084,0,0,0,1,0,0,Si,Nothing,,0,0,5,0,0,1,Engaged,Si,0,2,,Red
21/10/2023 18:14:13,Rebeca,45,4276,1,0,0,0,0,0,Si,Engaged (Balanced),,1,0,4,0,0,0,Engaged,Si,0,2,,Blue
21/10/2023 18:14:13,delfin,45,2102,0,0,0,0,0,0,No,Nothing,,0,0,0,0,0,0,Nothing,Si,120,1,,Blue
21/10/2023 18:14:18,delfin,45,3512,0,0,0,1,0,0,Si,Nothing,,0,0,0,3,0,1,Engaged,Si,0,2,,Blue
21/10/2023 18:14:21,clarisa,45,8006,0,0,0,0,0,0,No,Nothing,,0,0,0,0,0,0,Engaged,Si,0,1,"Cochiiitaa, intenta defender PERO NO SIRVE",Red
21/10/2023 18:15:04,karla ,45,973,0,0,0,0,0,0,No,Nothing,,1,0,2,3,0,0,Nothing,Si,0,3,,Red
21/10/2023 18:22:14,clarisa,46,3863,0,0,0,0,0,0,No,Nothing,,0,0,0,0,0,0,Nothing,No,0,2,No se presento,Red
21/10/2023 18:23:14,karla ,46,7102,0,0,0,0,0,0,No,Engaged (Balanced),,0,0,3,0,0,0,Engaged,No,0,3,,Red
21/10/2023 18:23:33,mangie,46,3925,0,0,0,0,0,0,Si,Nothing,,0,1,0,0,1,1,Nothing,No,0,2,,Red
21/10/2023 18:24:11,delfin,46,3647,0,0,0,0,0,1,Si,Nothing,,0,0,3,0,0,0,Nothing,No,0,2,,Blue
21/10/2023 18:24:11,delfin,46,3512.2,0,0,0,1,0,0,Si,Nothing,,1,0,2,2,1,0,Engaged,Si,0,2,,Blue
21/10/2023 18:24:46,Rebeca,46,6647.2,0,0,0,0,0,0,No,Nothing,,0,0,0,0,0,0,Engaged,Si,4,3,,Blue
21/10/2023 18:32:38,mangie,47,2659,0,0,0,0,0,0,Si,Engaged (Balanced),,2,0,3,3,0,0,"Docked  (Not touching the ground, CS not Balanced)",Si,0,2,,Red
21/10/2023 18:32:44,Rebeca,47,589,0,0,0,0,0,0,Si,Nothing,,0,0,2,0,0,0,Nothing,Si,0,2,,Blue
21/10/2023 18:32:44,karla ,47,4322,0,0,0,1,0,0,Si,Nothing,,0,0,1,1,0,3,"Docked  (Not touching the ground, CS not Balanced)",No,0,3,,Red
21/10/2023 18:32:50,clarisa,47,4.2,0,0,0,0,0,0,No,Nothing,,0,0,1,0,0,0,"Docked  (Not touching the ground, CS not Balanced)",Si,0,1,Lo intento pero mala defensa jaja,Red
21/10/2023 18:32:53,delfin,47,3647.2,0,0,0,1,0,0,Si,Nothing,,0,0,5,0,0,0,Engaged,Si,0,2,,Blue
21/10/2023 18:32:54,delfin,47,3128.2,0,0,0,1,0,0,No,Nothing,,0,0,0,4,0,0,Engaged,Si,0,2,,Blue
21/10/2023 18:42:36,karla ,48,5199,1,0,0,0,0,0,No,Engaged (Balanced),,0,0,3,3,0,0,Engaged,No,0,3,,Red
21/10/2023 18:42:37,clarisa ,48,6647,1,0,0,0,0,0,No,Nothing,,0,1,1,0,0,0,Engaged,Si,0,2,,Red
21/10/2023 18:42:38,mangie,48,3759,0,0,0,0,0,1,Si,Nothing,,0,0,0,0,0,1,Nothing,No,1.15,2,,Red
21/10/2023 18:42:52,Rebeca,48,5887,0,0,0,0,0,0,Si,Nothing,,0,0,1,0,0,0,Nothing,Si,0,2,,Blue
21/10/2023 18:43:06,delfin,48,1148.2,0,0,0,0,0,0,Si,Nothing,,0,0,0,0,3,1,Nothing,No,0,2,,Blue
21/10/2023 18:43:08,delfin,48,3128,0,0,0,1,0,0,No,Engaged (Balanced),,1,0,3,1,0,0,Nothing,Si,0,2,,Blue
21/10/2023 18:52:56,mangie,49,8006.2,0,0,0,0,0,0,Si,Nothing,,0,0,0,0,0,0,Engaged,Si,0,1,,Red
21/10/2023 18:53:01,Rebeca,49,4414.2,0,0,0,0,0,0,Si,Engaged (Balanced),,2,1,3,0,0,0,Engaged,Si,0,2,Lanzan los cubos como si tuvieran catapulta,Blue
21/10/2023 18:53:04,karla ,49,4,0,0,0,0,1,0,Si,Nothing,,0,0,0,0,0,0,Engaged,No,0,3,Se fue de frente bajandose del dock y ya no se pudo levantar ,Red
21/10/2023 18:53:07,delfin,49,1148,0,0,0,0,0,0,No,Nothing,,0,0,1,0,3,0,Engaged,Si,0,2,,Blue
21/10/2023 18:53:08,delfin,49,7157,0,1,0,1,0,0,Si,Nothing,,0,0,0,5,2,0,Engaged,Si,0,2,,Blue
21/10/2023 18:53:22,clarisa,49,5124,0,0,0,0,0,0,No,Nothing,,0,0,2,0,0,0,Engaged,Si,0,2,,Red
21/10/2023 19:01:29,mangie,50,1138,0,0,0,0,0,0,Si,Nothing,,0,0,0,0,0,0,Nothing,Si,0,3,,Red
21/10/2023 19:01:55,delfin,50,1197,0,0,0,1,0,0,Si,Nothing,,0,0,2,1,0,0,Engaged,Si,0,2,,Blue
21/10/2023 19:01:56,delfin,50,6017,0,0,0,1,0,0,No,Engaged (Balanced),,2,0,0,0,0,1,Nothing,Si,0,2,,Blue
21/10/2023 19:02:02,clarisa,50,696,0,1,1,0,0,0,Si,Nothing,,2,2,4,0,0,0,Nothing,Si,0,2,,Red
21/10/2023 19:02:31,karla ,50,4415,0,0,0,1,0,0,No,Nothing,,0,0,1,1,1,0,Engaged,No,0,3,,Red
21/10/2023 19:02:55,Rebeca,50,599.2,0,0,0,0,0,0,No,Nothing,,0,0,0,0,0,0,Engaged,Si,0,2,,Blue
21/10/2023 19:08:17,karla ,51,599,1,0,0,0,0,0,No,Engaged (Balanced),,1,1,0,3,0,0,Engaged,No,0,3,,Red
21/10/2023 19:08:36,mangie,51,3759,0,0,1,0,0,0,Si,Nothing,,0,0,0,0,0,0,Nothing,Si,0,1,,Red
21/10/2023 19:08:48,clarisa ,51,973,1,0,0,1,0,0,Si,Nothing,,0,1,2,2,2,1,Nothing,Si,0,2,,Red
21/10/2023 19:09:00,delfin,51,3863,0,0,0,0,0,0,No,Nothing,,1,0,0,0,2,0,Engaged,Si,0,1,,Blue
21/10/2023 19:09:04,delfin,51,5199,0,0,0,0,0,0,Si,Engaged (Balanced),,1,1,2,2,1,0,Nothing,Si,0,2,,Blue
21/10/2023 19:12:31,Rebeca,51,2659,0,0,0,1,0,1,Si,Nothing,,1,1,0,3,2,0,Engaged,Si,0,2,,Blue
21/10/2023 19:15:18,karla,52,1148,0,0,0,0,0,0,No,Nothing,,0,0,0,3,0,0,Engaged,No,0,3,,Red
21/10/2023 19:15:31,mangie,52,4276,0,0,0,0,0,0,Si,Engaged (Balanced),,1,0,5,0,0,0,Nothing,Si,0,2,,Red
21/10/2023 19:15:43,delfin,52,4079,0,0,0,0,0,0,No,Engaged (Balanced),,0,1,1,1,0,1,Engaged,Si,0,1,,Blue
21/10/2023 19:15:45,delfin,52,359,1,0,0,1,1,0,Si,Nothing,,1,1,3,3,2,0,Nothing,Si,0,2,,Blue
21/10/2023 19:15:51,Rebeca,52,4322,0,0,0,1,0,0,Si,Nothing,,0,0,1,1,0,1,Engaged,Si,0,2,,Blue
21/10/2023 19:16:10,clarisa,52,5124,0,0,1,0,0,0,No,Nothing,,0,0,3,0,0,0,Engaged,Si,0,2,,Red
21/10/2023 19:22:15,karla ,53,4,0,0,0,0,0,0,Si,Nothing,,0,0,1,0,1,0,"Docked  (Not touching the ground, CS not Balanced)",No,0,3,,Red
21/10/2023 19:22:23,mangie,53,1148.2,0,0,0,1,0,0,No,"Docked (Not touching the ground, but not balanced)",,1,0,2,2,2,0,"Docked  (Not touching the ground, CS not Balanced)",Si,0,2,,Red
21/10/2023 19:22:39,Rebeca,53,9084,0,0,0,1,0,0,Si,Nothing,,2,0,0,1,0,2,Engaged,Si,0,2,,Blue
21/10/2023 19:22:41,delfin,53,3128,0,0,0,1,0,0,No,Engaged (Balanced),,1,0,5,2,0,0,Nothing,Si,0,2,,Blue
21/10/2023 19:22:41,delfin,53,8006,0,0,0,0,0,0,No,Nothing,,0,0,0,0,0,0,Engaged,Si,0,1,,Blue
21/10/2023 19:22:43,clarisa,52,1138,0,0,0,1,0,0,No,Nothing,,2,0,0,4,2,2,Nothing,Si,0,2,,Red
21/10/2023 19:25:38,Rebeca,43,1148,0,0,0,0,0,0,No,Nothing,,0,0,0,0,0,0,Nothing,No,120,2,No vino,Blue
